"data_type","synthetic_source","transaction_id","user_id","transaction_date","transaction_type","transaction_role","amount","currency","income_record_id","investment_id","capital_gain_id","reconciliation_status"
"synthetic","generated_for_testing","TXN00215","USR0015","2025-11-02","rent_receipt","income_receipt","32455","INR",,,,"review"
"synthetic","generated_for_testing","TXN00216","USR0016","2025-11-03","salary_credit","income_receipt","32592","INR","INC001601",,,"matched"
"synthetic","generated_for_testing","TXN00217","USR0017","2025-11-04","bank_interest_credit","income_receipt","32729","INR","INC001702",,,"matched"
"synthetic","generated_for_testing","TXN00218","USR0018","2025-11-05","freelance_receipt","income_receipt","32866","INR","INC001803",,,"matched"
"synthetic","generated_for_testing","TXN00219","USR0019","2025-11-06","investment_purchase","investment_acquisition","33003","INR","INCX0019purchase",,,"matched"
"synthetic","generated_for_testing","TXN00220","USR0020","2025-11-07","investment_sale","investment_disposal","33140","INR","INCX0020sale","INV0020","CG0020","review"
"synthetic","generated_for_testing","TXN00221","USR0021","2025-11-08","rent_receipt","income_receipt","33277","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00222","USR0022","2025-11-09","salary_credit","income_receipt","33414","INR","INC002201",,,"matched"
"synthetic","generated_for_testing","TXN00223","USR0023","2025-11-10","bank_interest_credit","income_receipt","33551","INR","INC002302",,,"matched"
"synthetic","generated_for_testing","TXN00224","USR0024","2025-11-11","freelance_receipt","income_receipt","33688","INR","INC002403",,,"matched"
"synthetic","generated_for_testing","TXN00225","USR0025","2025-11-12","investment_purchase","investment_acquisition","33825","INR","INCX0025purchase",,,"review"
"synthetic","generated_for_testing","TXN00226","USR0026","2025-11-13","investment_sale","investment_disposal","33962","INR","INCX0026sale","INV0026",,"matched"
"synthetic","generated_for_testing","TXN00227","USR0027","2025-11-14","rent_receipt","income_receipt","34099","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00228","USR0028","2025-11-15","salary_credit","income_receipt","34236","INR","INC002801",,,"matched"
"synthetic","generated_for_testing","TXN00229","USR0029","2025-11-16","bank_interest_credit","income_receipt","34373","INR","INC002902",,,"matched"
"synthetic","generated_for_testing","TXN00230","USR0030","2025-11-17","freelance_receipt","income_receipt","34510","INR","INC003003",,,"review"
"synthetic","generated_for_testing","TXN00231","USR0031","2025-11-18","investment_purchase","investment_acquisition","34647","INR","INCX0031purchase",,,"matched"
"synthetic","generated_for_testing","TXN00232","USR0032","2025-11-19","investment_sale","investment_disposal","34784","INR","INCX0032sale","INV0032","CG0032","matched"
"synthetic","generated_for_testing","TXN00233","USR0033","2025-11-20","rent_receipt","income_receipt","34921","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00234","USR0034","2025-11-21","salary_credit","income_receipt","35058","INR","INC003401",,,"matched"
"synthetic","generated_for_testing","TXN00235","USR0035","2025-11-22","bank_interest_credit","income_receipt","35195","INR","INC003502",,,"review"
"synthetic","generated_for_testing","TXN00236","USR0036","2025-11-23","freelance_receipt","income_receipt","35332","INR","INC003603",,,"matched"
"synthetic","generated_for_testing","TXN00237","USR0037","2025-11-24","investment_purchase","investment_acquisition","35469","INR","INCX0037purchase",,,"matched"
"synthetic","generated_for_testing","TXN00238","USR0038","2025-11-25","investment_sale","investment_disposal","35606","INR","INCX0038sale","INV0038",,"matched"
"synthetic","generated_for_testing","TXN00239","USR0039","2025-11-26","rent_receipt","income_receipt","35743","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00240","USR0040","2025-11-27","salary_credit","income_receipt","35880","INR","INC004001",,,"review"
"synthetic","generated_for_testing","TXN00241","USR0041","2025-11-28","bank_interest_credit","income_receipt","36017","INR","INC004102",,,"matched"
"synthetic","generated_for_testing","TXN00242","USR0042","2025-11-29","freelance_receipt","income_receipt","36154","INR","INC004203",,,"matched"
"synthetic","generated_for_testing","TXN00243","USR0043","2025-11-30","investment_purchase","investment_acquisition","36291","INR","INCX0043purchase",,,"matched"
"synthetic","generated_for_testing","TXN00244","USR0044","2025-12-01","investment_sale","investment_disposal","36428","INR","INCX0044sale","INV0044","CG0044","matched"
"synthetic","generated_for_testing","TXN00245","USR0045","2025-12-02","rent_receipt","income_receipt","36565","INR",,,,"review"
"synthetic","generated_for_testing","TXN00246","USR0046","2025-12-03","salary_credit","income_receipt","36702","INR","INC004601",,,"matched"
"synthetic","generated_for_testing","TXN00247","USR0047","2025-12-04","bank_interest_credit","income_receipt","36839","INR","INC004702",,,"matched"
"synthetic","generated_for_testing","TXN00248","USR0048","2025-12-05","freelance_receipt","income_receipt","36976","INR","INC004803",,,"matched"
"synthetic","generated_for_testing","TXN00249","USR0049","2025-12-06","investment_purchase","investment_acquisition","37113","INR","INCX0049purchase",,,"matched"
"synthetic","generated_for_testing","TXN00250","USR0050","2025-12-07","investment_sale","investment_disposal","37250","INR","INCX0050sale","INV0050",,"review"
"synthetic","generated_for_testing","TXN00251","USR0001","2025-12-08","rent_receipt","income_receipt","37387","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00252","USR0002","2025-12-09","salary_credit","income_receipt","37524","INR","INC000201",,,"matched"
"synthetic","generated_for_testing","TXN00253","USR0003","2025-12-10","bank_interest_credit","income_receipt","37661","INR","INC000302",,,"matched"
"synthetic","generated_for_testing","TXN00254","USR0004","2025-12-11","freelance_receipt","income_receipt","37798","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00255","USR0005","2025-12-12","investment_purchase","investment_acquisition","37935","INR","INCX0005purchase",,,"review"
"synthetic","generated_for_testing","TXN00256","USR0006","2025-12-13","investment_sale","investment_disposal","38072","INR","INCX0006sale","INV0006",,"matched"
"synthetic","generated_for_testing","TXN00257","USR0007","2025-12-14","rent_receipt","income_receipt","38209","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00258","USR0008","2025-12-15","salary_credit","income_receipt","38346","INR","INC000801",,,"matched"
"synthetic","generated_for_testing","TXN00259","USR0009","2025-12-16","bank_interest_credit","income_receipt","38483","INR","INC000902",,,"matched"
"synthetic","generated_for_testing","TXN00260","USR0010","2025-12-17","freelance_receipt","income_receipt","38620","INR",,,,"review"
"synthetic","generated_for_testing","TXN00261","USR0011","2025-12-18","investment_purchase","investment_acquisition","38757","INR","INCX0011purchase",,,"matched"
"synthetic","generated_for_testing","TXN00262","USR0012","2025-12-19","investment_sale","investment_disposal","38894","INR","INCX0012sale","INV0012","CG0012","matched"
"synthetic","generated_for_testing","TXN00263","USR0013","2025-12-20","rent_receipt","income_receipt","39031","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00264","USR0014","2025-12-21","salary_credit","income_receipt","39168","INR","INC001401",,,"matched"
"synthetic","generated_for_testing","TXN00265","USR0015","2025-12-22","bank_interest_credit","income_receipt","39305","INR","INC001502",,,"review"
"synthetic","generated_for_testing","TXN00266","USR0016","2025-12-23","freelance_receipt","income_receipt","39442","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00267","USR0017","2025-12-24","investment_purchase","investment_acquisition","39579","INR","INCX0017purchase",,,"matched"
"synthetic","generated_for_testing","TXN00268","USR0018","2025-12-25","investment_sale","investment_disposal","39716","INR","INCX0018sale","INV0018",,"matched"
"synthetic","generated_for_testing","TXN00269","USR0019","2025-12-26","rent_receipt","income_receipt","39853","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00270","USR0020","2025-12-27","salary_credit","income_receipt","39990","INR","INC002001",,,"review"
"synthetic","generated_for_testing","TXN00271","USR0021","2025-12-28","bank_interest_credit","income_receipt","40127","INR","INC002102",,,"matched"
"synthetic","generated_for_testing","TXN00272","USR0022","2025-12-29","freelance_receipt","income_receipt","40264","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00273","USR0023","2025-12-30","investment_purchase","investment_acquisition","40401","INR","INCX0023purchase",,,"matched"
"synthetic","generated_for_testing","TXN00274","USR0024","2025-12-31","investment_sale","investment_disposal","40538","INR","INCX0024sale","INV0024","CG0024","matched"
"synthetic","generated_for_testing","TXN00275","USR0025","2026-01-01","rent_receipt","income_receipt","40675","INR","INC002503",,,"review"
"synthetic","generated_for_testing","TXN00276","USR0026","2026-01-02","salary_credit","income_receipt","40812","INR","INC002601",,,"matched"
"synthetic","generated_for_testing","TXN00277","USR0027","2026-01-03","bank_interest_credit","income_receipt","40949","INR","INC002702",,,"matched"
"synthetic","generated_for_testing","TXN00278","USR0028","2026-01-04","freelance_receipt","income_receipt","41086","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00279","USR0029","2026-01-05","investment_purchase","investment_acquisition","41223","INR","INCX0029purchase",,,"matched"
"synthetic","generated_for_testing","TXN00280","USR0030","2026-01-06","investment_sale","investment_disposal","41360","INR","INCX0030sale","INV0030",,"review"
"synthetic","generated_for_testing","TXN00281","USR0031","2026-01-07","rent_receipt","income_receipt","41497","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00282","USR0032","2026-01-08","salary_credit","income_receipt","41634","INR","INC003201",,,"matched"
"synthetic","generated_for_testing","TXN00283","USR0033","2026-01-09","bank_interest_credit","income_receipt","41771","INR","INC003302",,,"matched"
"synthetic","generated_for_testing","TXN00284","USR0034","2026-01-10","freelance_receipt","income_receipt","41908","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00285","USR0035","2026-01-11","investment_purchase","investment_acquisition","42045","INR","INCX0035purchase",,,"review"
"synthetic","generated_for_testing","TXN00286","USR0036","2026-01-12","investment_sale","investment_disposal","42182","INR","INCX0036sale","INV0036","CG0036","matched"
"synthetic","generated_for_testing","TXN00287","USR0037","2026-01-13","rent_receipt","income_receipt","42319","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00288","USR0038","2026-01-14","salary_credit","income_receipt","42456","INR","INC003801",,,"matched"
"synthetic","generated_for_testing","TXN00289","USR0039","2026-01-15","bank_interest_credit","income_receipt","42593","INR","INC003902",,,"matched"
"synthetic","generated_for_testing","TXN00290","USR0040","2026-01-16","freelance_receipt","income_receipt","42730","INR",,,,"review"
"synthetic","generated_for_testing","TXN00291","USR0041","2026-01-17","investment_purchase","investment_acquisition","42867","INR","INCX0041purchase",,,"matched"
"synthetic","generated_for_testing","TXN00292","USR0042","2026-01-18","investment_sale","investment_disposal","43004","INR","INCX0042sale","INV0042",,"matched"
"synthetic","generated_for_testing","TXN00293","USR0043","2026-01-19","rent_receipt","income_receipt","43141","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00294","USR0044","2026-01-20","salary_credit","income_receipt","43278","INR","INC004401",,,"matched"
"synthetic","generated_for_testing","TXN00295","USR0045","2026-01-21","bank_interest_credit","income_receipt","43415","INR","INC004502",,,"review"
"synthetic","generated_for_testing","TXN00296","USR0046","2026-01-22","freelance_receipt","income_receipt","43552","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00297","USR0047","2026-01-23","investment_purchase","investment_acquisition","43689","INR","INCX0047purchase",,,"matched"
"synthetic","generated_for_testing","TXN00298","USR0048","2026-01-24","investment_sale","investment_disposal","43826","INR","INCX0048sale","INV0048","CG0048","matched"
"synthetic","generated_for_testing","TXN00299","USR0049","2026-01-25","rent_receipt","income_receipt","43963","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00300","USR0050","2026-01-26","salary_credit","income_receipt","44100","INR","INC005001",,,"review"
"synthetic","generated_for_testing","TXN00301","USR0001","2026-01-27","bank_interest_credit","income_receipt","44237","INR","INC000102",,,"matched"
"synthetic","generated_for_testing","TXN00302","USR0002","2026-01-28","freelance_receipt","income_receipt","44374","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00303","USR0003","2026-01-29","investment_purchase","investment_acquisition","44511","INR","INCX0003purchase",,,"matched"
"synthetic","generated_for_testing","TXN00304","USR0004","2026-01-30","investment_sale","investment_disposal","44648","INR","INCX0004sale","INV0004","CG0004","matched"
"synthetic","generated_for_testing","TXN00305","USR0005","2026-01-31","rent_receipt","income_receipt","44785","INR","INC000503",,,"review"
"synthetic","generated_for_testing","TXN00306","USR0006","2026-02-01","salary_credit","income_receipt","44922","INR","INC000601",,,"matched"
"synthetic","generated_for_testing","TXN00307","USR0007","2026-02-02","bank_interest_credit","income_receipt","45059","INR","INC000702",,,"matched"
"synthetic","generated_for_testing","TXN00308","USR0008","2026-02-03","freelance_receipt","income_receipt","45196","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00309","USR0009","2026-02-04","investment_purchase","investment_acquisition","45333","INR","INCX0009purchase",,,"matched"
"synthetic","generated_for_testing","TXN00310","USR0010","2026-02-05","investment_sale","investment_disposal","45470","INR","INCX0010sale","INV0010",,"review"
"synthetic","generated_for_testing","TXN00311","USR0011","2026-02-06","rent_receipt","income_receipt","45607","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00312","USR0012","2026-02-07","salary_credit","income_receipt","45744","INR","INC001201",,,"matched"
"synthetic","generated_for_testing","TXN00313","USR0013","2026-02-08","bank_interest_credit","income_receipt","45881","INR","INC001302",,,"matched"
"synthetic","generated_for_testing","TXN00314","USR0014","2026-02-09","freelance_receipt","income_receipt","46018","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00315","USR0015","2026-02-10","investment_purchase","investment_acquisition","46155","INR","INCX0015purchase",,,"review"
"synthetic","generated_for_testing","TXN00316","USR0016","2026-02-11","investment_sale","investment_disposal","46292","INR","INCX0016sale","INV0016","CG0016","matched"
"synthetic","generated_for_testing","TXN00317","USR0017","2026-02-12","rent_receipt","income_receipt","46429","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00318","USR0018","2026-02-13","salary_credit","income_receipt","46566","INR","INC001801",,,"matched"
"synthetic","generated_for_testing","TXN00319","USR0019","2026-02-14","bank_interest_credit","income_receipt","46703","INR","INC001902",,,"matched"
"synthetic","generated_for_testing","TXN00320","USR0020","2026-02-15","freelance_receipt","income_receipt","46840","INR",,,,"review"
"synthetic","generated_for_testing","TXN00321","USR0021","2026-02-16","investment_purchase","investment_acquisition","46977","INR","INCX0021purchase",,,"matched"
"synthetic","generated_for_testing","TXN00322","USR0022","2026-02-17","investment_sale","investment_disposal","47114","INR","INCX0022sale","INV0022",,"matched"
"synthetic","generated_for_testing","TXN00323","USR0023","2026-02-18","rent_receipt","income_receipt","47251","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00324","USR0024","2026-02-19","salary_credit","income_receipt","47388","INR","INC002401",,,"matched"
"synthetic","generated_for_testing","TXN00325","USR0025","2026-02-20","bank_interest_credit","income_receipt","47525","INR","INC002502",,,"review"
"synthetic","generated_for_testing","TXN00326","USR0026","2026-02-21","freelance_receipt","income_receipt","47662","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00327","USR0027","2026-02-22","investment_purchase","investment_acquisition","47799","INR","INCX0027purchase",,,"matched"
"synthetic","generated_for_testing","TXN00328","USR0028","2026-02-23","investment_sale","investment_disposal","47936","INR","INCX0028sale","INV0028","CG0028","matched"
"synthetic","generated_for_testing","TXN00329","USR0029","2026-02-24","rent_receipt","income_receipt","48073","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00330","USR0030","2026-02-25","salary_credit","income_receipt","48210","INR","INC003001",,,"review"
"synthetic","generated_for_testing","TXN00331","USR0031","2026-02-26","bank_interest_credit","income_receipt","48347","INR","INC003102",,,"matched"
"synthetic","generated_for_testing","TXN00332","USR0032","2026-02-27","freelance_receipt","income_receipt","48484","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00333","USR0033","2026-02-28","investment_purchase","investment_acquisition","48621","INR","INCX0033purchase",,,"matched"
"synthetic","generated_for_testing","TXN00334","USR0034","2026-03-01","investment_sale","investment_disposal","48758","INR","INCX0034sale","INV0034",,"matched"
"synthetic","generated_for_testing","TXN00335","USR0035","2026-03-02","rent_receipt","income_receipt","48895","INR","INC003503",,,"review"
"synthetic","generated_for_testing","TXN00336","USR0036","2026-03-03","salary_credit","income_receipt","49032","INR","INC003601",,,"matched"
"synthetic","generated_for_testing","TXN00337","USR0037","2026-03-04","bank_interest_credit","income_receipt","49169","INR","INC003702",,,"matched"
"synthetic","generated_for_testing","TXN00338","USR0038","2026-03-05","freelance_receipt","income_receipt","49306","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00339","USR0039","2026-03-06","investment_purchase","investment_acquisition","49443","INR","INCX0039purchase",,,"matched"
"synthetic","generated_for_testing","TXN00340","USR0040","2026-03-07","investment_sale","investment_disposal","49580","INR","INCX0040sale","INV0040","CG0040","review"
"synthetic","generated_for_testing","TXN00341","USR0041","2026-03-08","rent_receipt","income_receipt","49717","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00342","USR0042","2026-03-09","salary_credit","income_receipt","49854","INR","INC004201",,,"matched"
"synthetic","generated_for_testing","TXN00343","USR0043","2026-03-10","bank_interest_credit","income_receipt","49991","INR","INC004302",,,"matched"
"synthetic","generated_for_testing","TXN00344","USR0044","2026-03-11","freelance_receipt","income_receipt","50128","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00345","USR0045","2026-03-12","investment_purchase","investment_acquisition","50265","INR","INCX0045purchase",,,"review"
"synthetic","generated_for_testing","TXN00346","USR0046","2026-03-13","investment_sale","investment_disposal","50402","INR","INCX0046sale","INV0046",,"matched"
"synthetic","generated_for_testing","TXN00347","USR0047","2026-03-14","rent_receipt","income_receipt","50539","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00348","USR0048","2026-03-15","salary_credit","income_receipt","50676","INR","INC004801",,,"matched"
"synthetic","generated_for_testing","TXN00349","USR0049","2026-03-16","bank_interest_credit","income_receipt","50813","INR","INC004902",,,"matched"
"synthetic","generated_for_testing","TXN00350","USR0050","2026-03-17","freelance_receipt","income_receipt","50950","INR",,,,"review"
"synthetic","generated_for_testing","TXN00351","USR0001","2026-03-18","investment_purchase","investment_acquisition","51087","INR","INCX0001purchase",,,"matched"
"synthetic","generated_for_testing","TXN00352","USR0002","2026-03-19","investment_sale","investment_disposal","51224","INR","INCX0002sale","INV0002",,"matched"
"synthetic","generated_for_testing","TXN00353","USR0003","2026-03-20","rent_receipt","income_receipt","51361","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00354","USR0004","2026-03-21","salary_credit","income_receipt","51498","INR","INC000401",,,"matched"
"synthetic","generated_for_testing","TXN00355","USR0005","2026-03-22","bank_interest_credit","income_receipt","51635","INR","INC000502",,,"review"
"synthetic","generated_for_testing","TXN00356","USR0006","2026-03-23","freelance_receipt","income_receipt","51772","INR","INC000603",,,"matched"
"synthetic","generated_for_testing","TXN00357","USR0007","2026-03-24","investment_purchase","investment_acquisition","51909","INR","INCX0007purchase",,,"matched"
"synthetic","generated_for_testing","TXN00358","USR0008","2026-03-25","investment_sale","investment_disposal","52046","INR","INCX0008sale","INV0008","CG0008","matched"
"synthetic","generated_for_testing","TXN00359","USR0009","2026-03-26","rent_receipt","income_receipt","52183","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00360","USR0010","2026-03-27","salary_credit","income_receipt","52320","INR","INC001001",,,"review"
"synthetic","generated_for_testing","TXN00361","USR0011","2026-03-28","bank_interest_credit","income_receipt","52457","INR","INC001102",,,"matched"
"synthetic","generated_for_testing","TXN00362","USR0012","2026-03-29","freelance_receipt","income_receipt","52594","INR","INC001203",,,"matched"
"synthetic","generated_for_testing","TXN00363","USR0013","2026-03-30","investment_purchase","investment_acquisition","52731","INR","INCX0013purchase",,,"matched"
"synthetic","generated_for_testing","TXN00364","USR0014","2026-03-31","investment_sale","investment_disposal","52868","INR","INCX0014sale","INV0014",,"matched"
"synthetic","generated_for_testing","TXN00365","USR0015","2025-04-01","rent_receipt","income_receipt","53005","INR",,,,"review"
"synthetic","generated_for_testing","TXN00366","USR0016","2025-04-02","salary_credit","income_receipt","53142","INR","INC001601",,,"matched"
"synthetic","generated_for_testing","TXN00367","USR0017","2025-04-03","bank_interest_credit","income_receipt","53279","INR","INC001702",,,"matched"
"synthetic","generated_for_testing","TXN00368","USR0018","2025-04-04","freelance_receipt","income_receipt","53416","INR","INC001803",,,"matched"
"synthetic","generated_for_testing","TXN00369","USR0019","2025-04-05","investment_purchase","investment_acquisition","53553","INR","INCX0019purchase",,,"matched"
"synthetic","generated_for_testing","TXN00370","USR0020","2025-04-06","investment_sale","investment_disposal","53690","INR","INCX0020sale","INV0020","CG0020","review"
"synthetic","generated_for_testing","TXN00371","USR0021","2025-04-07","rent_receipt","income_receipt","53827","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00372","USR0022","2025-04-08","salary_credit","income_receipt","53964","INR","INC002201",,,"matched"
"synthetic","generated_for_testing","TXN00373","USR0023","2025-04-09","bank_interest_credit","income_receipt","54101","INR","INC002302",,,"matched"
"synthetic","generated_for_testing","TXN00374","USR0024","2025-04-10","freelance_receipt","income_receipt","54238","INR","INC002403",,,"matched"
"synthetic","generated_for_testing","TXN00375","USR0025","2025-04-11","investment_purchase","investment_acquisition","54375","INR","INCX0025purchase",,,"review"
"synthetic","generated_for_testing","TXN00376","USR0026","2025-04-12","investment_sale","investment_disposal","54512","INR","INCX0026sale","INV0026",,"matched"
"synthetic","generated_for_testing","TXN00377","USR0027","2025-04-13","rent_receipt","income_receipt","54649","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00378","USR0028","2025-04-14","salary_credit","income_receipt","54786","INR","INC002801",,,"matched"
"synthetic","generated_for_testing","TXN00379","USR0029","2025-04-15","bank_interest_credit","income_receipt","54923","INR","INC002902",,,"matched"
"synthetic","generated_for_testing","TXN00380","USR0030","2025-04-16","freelance_receipt","income_receipt","55060","INR","INC003003",,,"review"
"synthetic","generated_for_testing","TXN00381","USR0031","2025-04-17","investment_purchase","investment_acquisition","55197","INR","INCX0031purchase",,,"matched"
"synthetic","generated_for_testing","TXN00382","USR0032","2025-04-18","investment_sale","investment_disposal","55334","INR","INCX0032sale","INV0032","CG0032","matched"
"synthetic","generated_for_testing","TXN00383","USR0033","2025-04-19","rent_receipt","income_receipt","55471","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00384","USR0034","2025-04-20","salary_credit","income_receipt","55608","INR","INC003401",,,"matched"
"synthetic","generated_for_testing","TXN00385","USR0035","2025-04-21","bank_interest_credit","income_receipt","55745","INR","INC003502",,,"review"
"synthetic","generated_for_testing","TXN00386","USR0036","2025-04-22","freelance_receipt","income_receipt","55882","INR","INC003603",,,"matched"
"synthetic","generated_for_testing","TXN00387","USR0037","2025-04-23","investment_purchase","investment_acquisition","56019","INR","INCX0037purchase",,,"matched"
"synthetic","generated_for_testing","TXN00388","USR0038","2025-04-24","investment_sale","investment_disposal","56156","INR","INCX0038sale","INV0038",,"matched"
"synthetic","generated_for_testing","TXN00389","USR0039","2025-04-25","rent_receipt","income_receipt","56293","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00390","USR0040","2025-04-26","salary_credit","income_receipt","56430","INR","INC004001",,,"review"
"synthetic","generated_for_testing","TXN00391","USR0041","2025-04-27","bank_interest_credit","income_receipt","56567","INR","INC004102",,,"matched"
"synthetic","generated_for_testing","TXN00392","USR0042","2025-04-28","freelance_receipt","income_receipt","56704","INR","INC004203",,,"matched"
"synthetic","generated_for_testing","TXN00393","USR0043","2025-04-29","investment_purchase","investment_acquisition","56841","INR","INCX0043purchase",,,"matched"
"synthetic","generated_for_testing","TXN00394","USR0044","2025-04-30","investment_sale","investment_disposal","56978","INR","INCX0044sale","INV0044","CG0044","matched"
"synthetic","generated_for_testing","TXN00395","USR0045","2025-05-01","rent_receipt","income_receipt","57115","INR",,,,"review"
"synthetic","generated_for_testing","TXN00396","USR0046","2025-05-02","salary_credit","income_receipt","57252","INR","INC004601",,,"matched"
"synthetic","generated_for_testing","TXN00397","USR0047","2025-05-03","bank_interest_credit","income_receipt","57389","INR","INC004702",,,"matched"
"synthetic","generated_for_testing","TXN00398","USR0048","2025-05-04","freelance_receipt","income_receipt","57526","INR","INC004803",,,"matched"
"synthetic","generated_for_testing","TXN00399","USR0049","2025-05-05","investment_purchase","investment_acquisition","57663","INR","INCX0049purchase",,,"matched"
"synthetic","generated_for_testing","TXN00400","USR0050","2025-05-06","investment_sale","investment_disposal","57800","INR","INCX0050sale","INV0050",,"review"
"synthetic","generated_for_testing","TXN00401","USR0001","2025-05-07","rent_receipt","income_receipt","57937","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00402","USR0002","2025-05-08","salary_credit","income_receipt","58074","INR","INC000201",,,"matched"
"synthetic","generated_for_testing","TXN00403","USR0003","2025-05-09","bank_interest_credit","income_receipt","58211","INR","INC000302",,,"matched"
"synthetic","generated_for_testing","TXN00404","USR0004","2025-05-10","freelance_receipt","income_receipt","58348","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00405","USR0005","2025-05-11","investment_purchase","investment_acquisition","58485","INR","INCX0005purchase",,,"review"
"synthetic","generated_for_testing","TXN00406","USR0006","2025-05-12","investment_sale","investment_disposal","58622","INR","INCX0006sale","INV0006",,"matched"
"synthetic","generated_for_testing","TXN00407","USR0007","2025-05-13","rent_receipt","income_receipt","58759","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00408","USR0008","2025-05-14","salary_credit","income_receipt","58896","INR","INC000801",,,"matched"
"synthetic","generated_for_testing","TXN00409","USR0009","2025-05-15","bank_interest_credit","income_receipt","59033","INR","INC000902",,,"matched"
"synthetic","generated_for_testing","TXN00410","USR0010","2025-05-16","freelance_receipt","income_receipt","59170","INR",,,,"review"
"synthetic","generated_for_testing","TXN00411","USR0011","2025-05-17","investment_purchase","investment_acquisition","59307","INR","INCX0011purchase",,,"matched"
"synthetic","generated_for_testing","TXN00412","USR0012","2025-05-18","investment_sale","investment_disposal","59444","INR","INCX0012sale","INV0012","CG0012","matched"
"synthetic","generated_for_testing","TXN00413","USR0013","2025-05-19","rent_receipt","income_receipt","59581","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00414","USR0014","2025-05-20","salary_credit","income_receipt","59718","INR","INC001401",,,"matched"
"synthetic","generated_for_testing","TXN00415","USR0015","2025-05-21","bank_interest_credit","income_receipt","59855","INR","INC001502",,,"review"
"synthetic","generated_for_testing","TXN00416","USR0016","2025-05-22","freelance_receipt","income_receipt","59992","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00417","USR0017","2025-05-23","investment_purchase","investment_acquisition","60129","INR","INCX0017purchase",,,"matched"
"synthetic","generated_for_testing","TXN00418","USR0018","2025-05-24","investment_sale","investment_disposal","60266","INR","INCX0018sale","INV0018",,"matched"
"synthetic","generated_for_testing","TXN00419","USR0019","2025-05-25","rent_receipt","income_receipt","60403","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00420","USR0020","2025-05-26","salary_credit","income_receipt","60540","INR","INC002001",,,"review"
"synthetic","generated_for_testing","TXN00421","USR0021","2025-05-27","bank_interest_credit","income_receipt","60677","INR","INC002102",,,"matched"
"synthetic","generated_for_testing","TXN00422","USR0022","2025-05-28","freelance_receipt","income_receipt","60814","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00423","USR0023","2025-05-29","investment_purchase","investment_acquisition","60951","INR","INCX0023purchase",,,"matched"
"synthetic","generated_for_testing","TXN00424","USR0024","2025-05-30","investment_sale","investment_disposal","61088","INR","INCX0024sale","INV0024","CG0024","matched"
"synthetic","generated_for_testing","TXN00425","USR0025","2025-05-31","rent_receipt","income_receipt","61225","INR","INC002503",,,"review"
"synthetic","generated_for_testing","TXN00426","USR0026","2025-06-01","salary_credit","income_receipt","61362","INR","INC002601",,,"matched"
"synthetic","generated_for_testing","TXN00427","USR0027","2025-06-02","bank_interest_credit","income_receipt","61499","INR","INC002702",,,"matched"
"synthetic","generated_for_testing","TXN00428","USR0028","2025-06-03","freelance_receipt","income_receipt","61636","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00429","USR0029","2025-06-04","investment_purchase","investment_acquisition","61773","INR","INCX0029purchase",,,"matched"
